date,return
1973-05,-3.234319
1973-06,-2.653731
1973-07,0.983099
1973-08,-3.378960
1973-09,1.770972
1973-10,3.323845
1973-11,-7.458904
1973-12,-7.407468
1974-01,0.829207
1974-02,-3.710901
1974-03,3.263748
1974-04,-5.211533
1974-05,-3.905059
1974-06,-0.360983
1974-07,-12.061924
1974-08,-4.916471
1974-09,-11.077374
1974-10,1.375605
1974-11,2.938063
1974-12,-6.815207
1975-01,8.218643
1975-02,9.965943
1975-03,4.577680
1975-04,1.104657
1975-05,6.112177
1975-06,2.127977
1975-07,-0.679795
1975-08,-7.167529
1975-09,-1.397447
1975-10,4.396669
1975-11,1.302670
1975-12,-1.536669
1976-01,9.348572
1976-02,3.805026
1976-03,0.622357
1976-04,0.736955
1976-05,-1.086630
1976-06,0.369568
1976-07,2.128402
1976-08,-1.077952
1976-09,2.084608
1976-10,-3.605006
1976-11,-0.532984
1976-12,3.435323
1977-01,-1.043619
1977-02,-3.356078
1977-03,-0.722261
1977-04,-2.012402
1977-05,-0.428588
1977-06,0.239610
1977-07,0.788226
1977-08,-2.394757
1977-09,-1.493273
1977-10,-2.510507
1977-11,0.496747
1977-12,-0.396950
1978-01,-4.004835
1978-02,-1.597764
1978-03,-0.521047
1978-04,4.013141
1978-05,4.526150
1978-06,-0.404192
1978-07,-0.819747
1978-08,6.843417
1978-09,-0.352276
1978-10,-3.641563
1978-11,-5.857178
1978-12,1.472637
1979-01,3.273788
1979-02,-2.198880
1979-03,1.318456
1979-04,1.274054
1979-05,-3.124177
1979-06,1.288243
1979-07,0.315498
1979-08,4.022818
1979-09,0.455895
1979-10,-4.120088
1979-11,-1.238040
1979-12,3.318748
1980-01,1.855556
1980-02,2.944101
1980-03,-10.140891
1980-04,-2.256576
1980-05,4.012628
1980-06,5.703301
1980-07,4.972610
1980-08,2.762145
1980-09,1.981742
1980-10,2.351965
1980-11,3.760105
1980-12,-2.158415
1981-01,-0.792214
1981-02,-4.060150
1981-03,3.439824
1981-04,0.613959
1981-05,-2.381918
1981-06,-0.030686
1981-07,-3.083243
1981-08,0.040858
1981-09,-9.185413
1981-10,1.511993
1981-11,2.716357
